pose_id,feature_id,x,y,z,sigma_x,sigma_y,sigma_z
3,362,-1.0761,5.2874,2.7252,0.0030,0.0030,0.0030
3,363,2.2308,1.4888,0.4628,0.0030,0.0030,0.0030
3,364,4.3668,-6.2790,1.1680,0.0030,0.0030,0.0030
3,365,5.4506,3.2086,1.9763,0.0030,0.0030,0.0030
3,370,4.7409,0.2124,-0.7620,0.0030,0.0030,0.0030
3,372,3.0152,3.1423,1.8308,0.0030,0.0030,0.0030
3,373,-2.1078,1.7138,0.4588,0.0030,0.0030,0.0030
3,374,5.2767,-2.5790,2.8997,0.0030,0.0030,0.0030
3,378,2.6651,1.2504,1.6977,0.0030,0.0030,0.0030
3,379,2.9800,-6.1578,2.5645,0.0030,0.0030,0.0030
3,383,-2.6935,0.9403,2.3283,0.0030,0.0030,0.0030
3,384,0.7201,-2.0881,-1.1581,0.0030,0.0030,0.0030
3,388,1.6594,-2.0986,0.5720,0.0030,0.0030,0.0030
3,393,1.8745,-1.9681,0.2187,0.0030,0.0030,0.0030
3,395,2.8763,4.9689,-0.6959,0.0030,0.0030,0.0030
3,397,-1.5846,4.2468,2.4986,0.0030,0.0030,0.0030
3,398,-1.3469,2.3825,2.7354,0.0030,0.0030,0.0030
3,399,5.8321,-3.5931,2.1518,0.0030,0.0030,0.0030
3,400,4.9217,4.0527,-0.5763,0.0030,0.0030,0.0030
4,9,2.3368,1.8073,-0.6430,0.0030,0.0030,0.0030
4,14,2.2772,-0.9191,1.9039,0.0030,0.0030,0.0030
4,23,1.4161,4.1859,0.7946,0.0030,0.0030,0.0030
4,29,-0.1141,2.7511,2.4771,0.0030,0.0030,0.0030
4,33,0.9392,5.8305,-0.1020,0.0030,0.0030,0.0030
4,44,-2.9572,-0.1274,-0.3683,0.0030,0.0030,0.0030
4,54,-0.3103,2.7893,2.7879,0.0030,0.0030,0.0030
4,58,0.1294,6.7665,-1.3470,0.0030,0.0030,0.0030
4,59,2.6619,-0.2680,2.2246,0.0030,0.0030,0.0030
4,63,1.0236,5.6890,1.1357,0.0030,0.0030,0.0030
4,69,-2.6433,-1.2794,2.8314,0.0030,0.0030,0.0030
4,74,2.4324,-0.2875,2.0207,0.0030,0.0030,0.0030
4,83,-3.4171,2.7788,2.6079,0.0030,0.0030,0.0030
4,93,-2.7786,2.6134,1.3725,0.0030,0.0030,0.0030
4,108,-3.6711,6.2296,1.8400,0.0030,0.0030,0.0030
4,109,2.8050,0.5136,2.3376,0.0030,0.0030,0.0030
4,118,1.2885,6.0090,2.0996,0.0030,0.0030,0.0030
4,119,2.3314,-1.7087,2.1602,0.0030,0.0030,0.0030
4,134,-2.4418,0.2565,-1.2848,0.0030,0.0030,0.0030
4,138,-2.0197,7.0564,2.2144,0.0030,0.0030,0.0030
4,143,-2.1388,7.1617,2.0384,0.0030,0.0030,0.0030
4,144,2.3076,-1.7683,2.3066,0.0030,0.0030,0.0030
4,148,-0.9086,2.0726,2.5551,0.0030,0.0030,0.0030
4,163,-2.4328,2.1920,1.4411,0.0030,0.0030,0.0030
4,169,1.0701,-2.3723,-1.1975,0.0030,0.0030,0.0030
4,173,0.5536,2.8887,0.4921,0.0030,0.0030,0.0030
4,174,0.4188,2.6747,1.9575,0.0030,0.0030,0.0030
4,183,-0.2304,7.1010,2.3716,0.0030,0.0030,0.0030
4,184,1.9603,1.4956,2.2380,0.0030,0.0030,0.0030
4,189,0.5838,2.6235,2.6088,0.0030,0.0030,0.0030
4,194,-1.0546,-2.3794,1.4325,0.0030,0.0030,0.0030
4,198,0.4726,6.8956,-0.8781,0.0030,0.0030,0.0030
4,199,2.9330,0.0251,2.5051,0.0030,0.0030,0.0030
4,208,0.6260,6.8050,0.3745,0.0030,0.0030,0.0030
4,209,-2.7160,0.0114,0.2084,0.0030,0.0030,0.0030
4,229,1.9747,-2.0191,1.0327,0.0030,0.0030,0.0030
4,239,-0.0800,2.7893,2.8718,0.0030,0.0030,0.0030
4,249,0.0252,-2.4592,-0.9260,0.0030,0.0030,0.0030
4,254,-1.8673,-2.0974,1.3193,0.0030,0.0030,0.0030
4,259,-0.5708,-2.8182,2.8124,0.0030,0.0030,0.0030
4,269,-1.2119,-2.1999,1.3208,0.0030,0.0030,0.0030
4,279,-2.7674,0.8075,2.5795,0.0030,0.0030,0.0030
4,284,-1.1628,2.4978,2.2885,0.0030,0.0030,0.0030
4,288,-3.9096,3.4887,2.2485,0.0030,0.0030,0.0030
4,289,0.5143,2.4136,2.6746,0.0030,0.0030,0.0030
4,299,2.2370,1.9168,-0.3876,0.0030,0.0030,0.0030
4,303,-1.8187,7.3102,2.6086,0.0030,0.0030,0.0030
4,324,-1.1500,-2.3156,2.3975,0.0030,0.0030,0.0030
4,333,-1.0199,7.2328,2.6809,0.0030,0.0030,0.0030
4,334,-0.9347,-2.4587,1.1545,0.0030,0.0030,0.0030
4,338,-0.7448,7.2601,1.1605,0.0030,0.0030,0.0030
4,349,0.6879,2.3608,-0.4671,0.0030,0.0030,0.0030
4,354,-0.9466,2.6805,2.8176,0.0030,0.0030,0.0030
4,363,1.3211,5.0858,0.3222,0.0030,0.0030,0.0030
4,364,0.1354,-2.8793,1.0052,0.0030,0.0030,0.0030
4,374,2.4998,0.1257,2.7050,0.0030,0.0030,0.0030
4,378,1.6444,4.6962,1.5479,0.0030,0.0030,0.0030
4,379,-1.0658,-2.2129,2.4298,0.0030,0.0030,0.0030
4,384,-1.5396,2.4400,-1.2616,0.0030,0.0030,0.0030
4,399,2.5774,-1.0216,1.9560,0.0030,0.0030,0.0030
5,3,0.3098,2.6672,2.5476,0.0030,0.0030,0.0030
5,8,-4.9505,3.1529,-0.6880,0.0030,0.0030,0.0030
5,10,0.3559,2.5505,2.7404,0.0030,0.0030,0.0030
5,13,-3.2658,-0.3563,-0.6534,0.0030,0.0030,0.0030
5,18,-2.6196,-0.5434,2.6825,0.0030,0.0030,0.0030
5,22,-0.7457,0.0526,2.4126,0.0030,0.0030,0.0030
5,28,-0.8198,0.0251,2.3631,0.0030,0.0030,0.0030
5,30,0.3144,-2.6348,0.0791,0.0030,0.0030,0.0030
5,35,-2.7624,-0.5875,-0.3993,0.0030,0.0030,0.0030
5,40,2.8311,0.8608,0.2463,0.0030,0.0030,0.0030
5,55,0.7727,-2.4836,-0.0241,0.0030,0.0030,0.0030
5,60,2.6916,1.2297,2.3890,0.0030,0.0030,0.0030
5,67,2.9570,2.8369,-0.8719,0.0030,0.0030,0.0030
5,70,-2.5727,1.3691,2.8049,0.0030,0.0030,0.0030
5,72,2.3063,0.6500,0.8131,0.0030,0.0030,0.0030
5,75,-1.7314,-2.0508,2.6285,0.0030,0.0030,0.0030
5,80,-0.0235,2.8406,2.6098,0.0030,0.0030,0.0030
5,85,2.3870,-1.3919,1.6802,0.0030,0.0030,0.0030
5,92,-2.2837,2.6446,0.2023,0.0030,0.0030,0.0030
5,95,-2.0713,1.5789,2.3619,0.0030,0.0030,0.0030
5,97,2.4314,3.9450,2.6672,0.0030,0.0030,0.0030
5,100,-2.4568,0.3427,2.1499,0.0030,0.0030,0.0030
5,103,-5.1417,1.6557,-0.5736,0.0030,0.0030,0.0030
5,105,-2.4466,-1.4309,2.8830,0.0030,0.0030,0.0030
5,110,2.6290,-0.3973,0.7433,0.0030,0.0030,0.0030
5,112,-2.0021,2.0322,-1.1700,0.0030,0.0030,0.0030
5,115,0.0322,2.4777,-1.0221,0.0030,0.0030,0.0030
5,120,-2.4560,0.4690,-0.3196,0.0030,0.0030,0.0030
5,122,3.1467,1.4830,0.7189,0.0030,0.0030,0.0030
5,123,-4.9202,1.8520,2.2316,0.0030,0.0030,0.0030
5,128,-3.0331,4.8207,2.8009,0.0030,0.0030,0.0030
5,130,-2.2873,-1.6579,2.2417,0.0030,0.0030,0.0030
5,135,-2.5243,0.5748,1.8754,0.0030,0.0030,0.0030
5,137,0.0296,-0.4848,0.5768,0.0030,0.0030,0.0030
5,142,-2.4700,2.1675,2.4505,0.0030,0.0030,0.0030
5,145,0.2999,2.4573,1.3614,0.0030,0.0030,0.0030
5,150,1.3560,-2.5905,2.6123,0.0030,0.0030,0.0030
5,155,2.1339,2.0227,-0.2323,0.0030,0.0030,0.0030
5,158,-4.2198,0.1254,2.0997,0.0030,0.0030,0.0030
5,160,0.7632,2.6903,2.6883,0.0030,0.0030,0.0030
5,162,1.2048,5.2126,1.0995,0.0030,0.0030,0.0030
5,165,-2.7533,0.3785,0.4961,0.0030,0.0030,0.0030
5,170,-2.4754,-0.7440,2.7618,0.0030,0.0030,0.0030
5,175,-2.4613,-1.0693,2.0538,0.0030,0.0030,0.0030
5,180,0.5749,2.8692,1.3909,0.0030,0.0030,0.0030
5,182,3.1237,1.3879,2.1853,0.0030,0.0030,0.0030
5,185,2.8607,-0.1156,2.0535,0.0030,0.0030,0.0030
5,190,-0.1198,2.7711,-0.9466,0.0030,0.0030,0.0030
5,195,0.2546,-2.9395,2.9334,0.0030,0.0030,0.0030
5,197,1.1885,4.9412,1.1138,0.0030,0.0030,0.0030
5,200,2.3805,0.9445,2.3887,0.0030,0.0030,0.0030
5,205,0.8165,-2.5830,-0.5305,0.0030,0.0030,0.0030
5,210,-2.2803,1.6609,2.8729,0.0030,0.0030,0.0030
5,213,-0.8607,0.3920,2.7894,0.0030,0.0030,0.0030
5,215,-1.9081,-1.6228,2.3583,0.0030,0.0030,0.0030
5,217,1.9851,-0.1297,1.8352,0.0030,0.0030,0.0030
5,220,-0.8996,2.3524,2.0430,0.0030,0.0030,0.0030
5,222,2.9349,3.8686,-0.9405,0.0030,0.0030,0.0030
5,225,-2.7777,-0.5810,-0.3918,0.0030,0.0030,0.0030
5,230,2.8737,0.4432,0.8027,0.0030,0.0030,0.0030
5,232,2.5488,0.2620,2.1267,0.0030,0.0030,0.0030
5,235,2.5922,-0.5928,2.1592,0.0030,0.0030,0.0030
5,238,-4.2010,4.3434,0.3048,0.0030,0.0030,0.0030
5,240,-2.4157,0.9951,-1.2350,0.0030,0.0030,0.0030
5,245,0.0169,-2.6456,0.1715,0.0030,0.0030,0.0030
5,252,-0.5866,4.8216,-0.7853,0.0030,0.0030,0.0030
5,253,-2.1450,4.9564,2.3721,0.0030,0.0030,0.0030
5,255,1.5036,2.4909,-0.6690,0.0030,0.0030,0.0030
5,257,1.0813,-0.3642,2.0178,0.0030,0.0030,0.0030
5,258,0.2088,1.4308,0.8771,0.0030,0.0030,0.0030
5,260,-0.4528,2.4383,2.6604,0.0030,0.0030,0.0030
5,263,-3.4899,0.0225,0.8987,0.0030,0.0030,0.0030
5,267,1.3315,0.0675,1.8759,0.0030,0.0030,0.0030
5,270,-2.1344,-2.0001,-0.2237,0.0030,0.0030,0.0030
5,278,-3.4726,5.0670,0.4987,0.0030,0.0030,0.0030
5,280,2.4480,0.2469,1.7045,0.0030,0.0030,0.0030
5,285,2.4446,-0.5497,1.9876,0.0030,0.0030,0.0030
5,290,-1.1790,-2.2069,2.5940,0.0030,0.0030,0.0030
5,292,2.7006,0.4669,2.3493,0.0030,0.0030,0.0030
5,295,2.6488,-0.4094,-1.3046,0.0030,0.0030,0.0030
5,297,1.5125,4.8654,1.9479,0.0030,0.0030,0.0030
5,305,-2.4917,-0.5300,1.6734,0.0030,0.0030,0.0030
5,310,-0.4923,-2.4091,-0.8311,0.0030,0.0030,0.0030
5,313,-4.4479,4.0391,1.6420,0.0030,0.0030,0.0030
5,315,2.6516,0.6737,2.3388,0.0030,0.0030,0.0030
5,318,0.2481,1.4513,-1.1035,0.0030,0.0030,0.0030
5,322,-1.6868,0.9165,1.5527,0.0030,0.0030,0.0030
5,323,-3.2697,4.7463,2.0095,0.0030,0.0030,0.0030
5,330,2.6927,-0.4837,2.7000,0.0030,0.0030,0.0030
5,332,2.7733,0.7814,0.3868,0.0030,0.0030,0.0030
5,335,-0.9999,-2.7090,2.4042,0.0030,0.0030,0.0030
5,340,2.8187,-0.5675,2.8135,0.0030,0.0030,0.0030
5,348,-1.5674,5.0313,2.4885,0.0030,0.0030,0.0030
5,350,2.6427,0.7953,2.6868,0.0030,0.0030,0.0030
5,353,-3.6940,0.2663,2.7642,0.0030,0.0030,0.0030
5,355,-1.2888,2.2589,-0.5647,0.0030,0.0030,0.0030
5,360,-2.1687,1.7996,2.8731,0.0030,0.0030,0.0030
5,365,1.4776,-2.5241,1.9458,0.0030,0.0030,0.0030
5,370,-1.6198,-2.1804,-0.7391,0.0030,0.0030,0.0030
5,372,1.0731,-0.1151,1.8640,0.0030,0.0030,0.0030
5,373,-1.0730,4.7861,0.6156,0.0030,0.0030,0.0030
5,380,-0.1954,2.7914,2.8617,0.0030,0.0030,0.0030
5,383,-1.8863,5.2213,2.5069,0.0030,0.0030,0.0030
5,388,-4.3281,0.5210,0.6934,0.0030,0.0030,0.0030
5,392,1.4915,4.6288,-0.6678,0.0030,0.0030,0.0030
5,393,-4.1648,0.3335,0.3311,0.0030,0.0030,0.0030
5,395,2.8341,0.3371,-0.6880,0.0030,0.0030,0.0030
5,397,1.5446,4.5713,2.6174,0.0030,0.0030,0.0030
5,398,-0.2762,4.0876,2.8703,0.0030,0.0030,0.0030
5,400,2.2069,-1.8236,-0.5967,0.0030,0.0030,0.0030
