pose_id,feature_id,x,y,z,sigma_x,sigma_y,sigma_z
2,278,0.5518,4.7227,0.4852,0.0030,0.0030,0.0030
2,280,-0.9196,-2.7556,1.7761,0.0030,0.0030,0.0030
2,281,3.7775,-1.8299,1.6972,0.0030,0.0030,0.0030
2,282,-0.8978,-2.3791,2.3506,0.0030,0.0030,0.0030
2,283,-3.8396,3.7336,1.1270,0.0030,0.0030,0.0030
2,285,-1.6367,-3.1145,2.0694,0.0030,0.0030,0.0030
2,286,1.5558,-5.5025,-1.1539,0.0030,0.0030,0.0030
2,287,2.7899,0.1055,1.8566,0.0030,0.0030,0.0030
2,290,-4.8008,-0.6876,2.6474,0.0030,0.0030,0.0030
2,291,3.3392,-1.2588,0.5442,0.0030,0.0030,0.0030
2,292,-0.6150,-2.8641,2.4282,0.0030,0.0030,0.0030
2,293,-3.6765,4.2746,-0.4487,0.0030,0.0030,0.0030
2,295,-1.4154,-3.2761,-1.2189,0.0030,0.0030,0.0030
2,296,-1.2164,-4.4533,0.3831,0.0030,0.0030,0.0030
2,297,2.7173,0.2549,1.9831,0.0030,0.0030,0.0030
2,301,-0.9840,-4.6448,-0.4716,0.0030,0.0030,0.0030
2,302,0.2086,-2.8172,-0.8789,0.0030,0.0030,0.0030
2,305,-3.9168,1.2470,1.6923,0.0030,0.0030,0.0030
2,307,-0.5198,2.6534,2.5456,0.0030,0.0030,0.0030
2,308,-0.8372,-0.3192,2.3356,0.0030,0.0030,0.0030
2,310,-4.6406,-1.4350,-0.7726,0.0030,0.0030,0.0030
2,312,-2.1905,-1.5567,2.7675,0.0030,0.0030,0.0030
2,313,-0.8056,5.1192,1.6227,0.0030,0.0030,0.0030
2,315,-0.4597,-2.7194,2.4112,0.0030,0.0030,0.0030
2,316,-0.5457,-4.6706,2.6799,0.0030,0.0030,0.0030
2,317,0.8030,-2.7310,-0.2288,0.0030,0.0030,0.0030
2,318,-0.8926,-0.2779,-1.0524,0.0030,0.0030,0.0030
2,322,-2.2676,1.2096,1.5797,0.0030,0.0030,0.0030
2,323,0.3634,4.4158,2.0011,0.0030,0.0030,0.0030
2,326,0.0318,-0.6450,-0.9957,0.0030,0.0030,0.0030
2,327,-0.3281,-2.5761,2.7396,0.0030,0.0030,0.0030
2,328,-0.3075,4.8732,2.7165,0.0030,0.0030,0.0030
2,331,3.6521,-1.7433,2.1112,0.0030,0.0030,0.0030
2,332,-0.2946,-2.8055,0.4641,0.0030,0.0030,0.0030
2,335,-5.1508,-1.0866,2.4584,0.0030,0.0030,0.0030
2,337,-2.4161,-1.6544,-0.8473,0.0030,0.0030,0.0030
2,342,-1.0840,2.7588,1.8766,0.0030,0.0030,0.0030
2,343,0.8269,3.9199,2.1307,0.0030,0.0030,0.0030
2,346,2.8287,-0.5410,0.1154,0.0030,0.0030,0.0030
2,347,0.4912,-2.5023,-1.2401,0.0030,0.0030,0.0030
2,351,1.1540,-0.3825,1.0242,0.0030,0.0030,0.0030
2,353,-3.7915,2.6939,2.7700,0.0030,0.0030,0.0030
2,357,2.6686,0.5977,1.9310,0.0030,0.0030,0.0030
2,360,-1.7130,2.0631,2.8905,0.0030,0.0030,0.0030
2,362,2.6741,-1.0415,2.8793,0.0030,0.0030,0.0030
2,365,-3.8217,-3.1920,2.0253,0.0030,0.0030,0.0030
2,366,0.4476,-0.1028,2.0088,0.0030,0.0030,0.0030
2,367,2.5924,-0.5411,1.6055,0.0030,0.0030,0.0030
2,372,-1.8917,-1.7040,1.9179,0.0030,0.0030,0.0030
2,373,1.4305,2.4688,0.6283,0.0030,0.0030,0.0030
2,376,-1.3026,-2.7181,2.6788,0.0030,0.0030,0.0030
2,377,-1.9021,1.5889,-1.0603,0.0030,0.0030,0.0030
2,380,0.0836,0.7871,2.8954,0.0030,0.0030,0.0030
2,383,1.4328,3.4199,2.5087,0.0030,0.0030,0.0030
2,391,1.3233,-5.8416,-0.9626,0.0030,0.0030,0.0030
2,392,2.4968,0.1227,-0.6278,0.0030,0.0030,0.0030
2,395,-0.6686,-3.0746,-0.6131,0.0030,0.0030,0.0030
2,397,2.4697,0.0958,2.6655,0.0030,0.0030,0.0030
2,398,1.1958,1.4705,2.8956,0.0030,0.0030,0.0030
3,3,0.1422,2.7684,2.4509,0.0030,0.0030,0.0030
3,8,-1.0091,-2.3456,-0.8556,0.0030,0.0030,0.0030
3,9,4.4997,-1.0952,-0.4663,0.0030,0.0030,0.0030
3,10,0.2555,2.7889,2.6538,0.0030,0.0030,0.0030
3,13,2.7028,-1.1728,-0.7303,0.0030,0.0030,0.0030
3,14,5.5225,-3.6255,2.0854,0.0030,0.0030,0.0030
3,18,2.9149,-0.5854,2.6113,0.0030,0.0030,0.0030
3,23,2.6802,0.6982,0.9478,0.0030,0.0030,0.0030
3,28,2.6053,1.2915,2.3052,0.0030,0.0030,0.0030
3,29,1.8306,-1.2444,2.6096,0.0030,0.0030,0.0030
3,33,1.5795,2.0077,0.0396,0.0030,0.0030,0.0030
3,44,0.4572,-5.0175,-0.2851,0.0030,0.0030,0.0030
3,48,2.4618,-0.7022,-1.2208,0.0030,0.0030,0.0030
3,53,-2.6766,-0.8843,2.6851,0.0030,0.0030,0.0030
3,54,1.6256,-1.2888,2.9131,0.0030,0.0030,0.0030
3,55,5.3530,2.5359,-0.0006,0.0030,0.0030,0.0030
3,58,0.4913,2.5407,-1.2276,0.0030,0.0030,0.0030
3,59,5.6010,-2.8744,2.4178,0.0030,0.0030,0.0030
3,60,1.8926,4.9301,2.3569,0.0030,0.0030,0.0030
3,62,-1.9744,1.7685,0.6740,0.0030,0.0030,0.0030
3,63,1.7033,1.9131,1.2753,0.0030,0.0030,0.0030
3,68,2.8652,0.5089,0.9943,0.0030,0.0030,0.0030
3,69,1.1534,-5.9538,2.9317,0.0030,0.0030,0.0030
3,70,1.0141,-0.2679,2.6997,0.0030,0.0030,0.0030
3,73,2.6132,0.7636,0.2151,0.0030,0.0030,0.0030
3,74,5.3980,-2.9753,2.2145,0.0030,0.0030,0.0030
3,80,-0.0769,2.4590,2.5115,0.0030,0.0030,0.0030
3,83,-1.2033,-2.5655,2.6756,0.0030,0.0030,0.0030
3,85,4.4615,4.2684,1.6990,0.0030,0.0030,0.0030
3,92,-0.1478,0.2178,0.0815,0.0030,0.0030,0.0030
3,93,-0.5282,-2.4521,1.4519,0.0030,0.0030,0.0030
3,98,-2.7670,-0.5523,2.6158,0.0030,0.0030,0.0030
3,100,2.0694,-0.2881,2.0629,0.0030,0.0030,0.0030
3,103,0.4513,-2.7388,-0.7186,0.0030,0.0030,0.0030
3,105,3.8049,-0.5421,2.8357,0.0030,0.0030,0.0030
3,108,-2.8153,0.4935,1.8929,0.0030,0.0030,0.0030
3,109,5.4002,-2.1048,2.5229,0.0030,0.0030,0.0030
3,115,0.3681,2.5002,-1.1163,0.0030,0.0030,0.0030
3,118,1.7944,2.3071,2.2337,0.0030,0.0030,0.0030
3,119,5.8895,-4.3197,2.3608,0.0030,0.0030,0.0030
3,120,1.9982,-0.2470,-0.4051,0.0030,0.0030,0.0030
3,123,0.2212,-2.5301,2.0781,0.0030,0.0030,0.0030
3,127,-2.1233,3.0422,-0.4053,0.0030,0.0030,0.0030
3,128,-2.4669,-0.2450,2.6194,0.0030,0.0030,0.0030
3,130,4.0672,-0.4057,2.2061,0.0030,0.0030,0.0030
3,134,0.7877,-4.4564,-1.1786,0.0030,0.0030,0.0030
3,135,1.8314,-0.3228,1.7878,0.0030,0.0030,0.0030
3,138,-1.6567,1.9177,2.2851,0.0030,0.0030,0.0030
3,142,0.2484,-0.0562,2.3240,0.0030,0.0030,0.0030
3,143,-1.8090,1.9615,2.1189,0.0030,0.0030,0.0030
3,144,5.8836,-4.3847,2.4868,0.0030,0.0030,0.0030
3,148,1.3808,-2.1874,2.6693,0.0030,0.0030,0.0030
3,150,5.4958,3.0751,2.6412,0.0030,0.0030,0.0030
3,152,-1.1522,0.5014,-0.5009,0.0030,0.0030,0.0030
3,153,-1.4649,-2.2328,-0.6589,0.0030,0.0030,0.0030
3,155,1.0886,4.5094,-0.2894,0.0030,0.0030,0.0030
3,158,2.0367,-2.0668,1.9935,0.0030,0.0030,0.0030
3,160,0.1866,3.2237,2.5933,0.0030,0.0030,0.0030
3,163,-0.0388,-2.6915,1.5374,0.0030,0.0030,0.0030
3,165,2.0217,-0.5653,0.4097,0.0030,0.0030,0.0030
3,169,5.0575,-5.4279,-1.0210,0.0030,0.0030,0.0030
3,170,3.1212,-0.4700,2.7034,0.0030,0.0030,0.0030
3,173,2.4166,-0.8440,0.6320,0.0030,0.0030,0.0030
3,174,2.3576,-1.0895,2.0897,0.0030,0.0030,0.0030
3,175,3.4571,-0.4930,2.0039,0.0030,0.0030,0.0030
3,182,1.8073,5.3764,2.1519,0.0030,0.0030,0.0030
3,183,-0.0445,2.6893,2.4840,0.0030,0.0030,0.0030
3,184,4.2384,-1.5488,2.4078,0.0030,0.0030,0.0030
3,185,3.2700,4.9128,2.0572,0.0030,0.0030,0.0030
3,189,2.5224,-1.0724,2.7535,0.0030,0.0030,0.0030
3,190,0.0474,2.3871,-1.0568,0.0030,0.0030,0.0030
3,193,-0.7208,-2.3508,-1.0944,0.0030,0.0030,0.0030
3,194,3.0811,-6.3095,1.5612,0.0030,0.0030,0.0030
3,198,0.7433,2.8008,-0.7506,0.0030,0.0030,0.0030
3,199,5.7256,-2.4889,2.6974,0.0030,0.0030,0.0030
3,200,2.1321,4.5693,2.3481,0.0030,0.0030,0.0030
3,208,0.8967,2.7724,0.4995,0.0030,0.0030,0.0030
3,209,0.6121,-4.7868,0.3027,0.0030,0.0030,0.0030
3,210,0.7648,0.0550,2.7646,0.0030,0.0030,0.0030
3,213,2.2214,1.2891,2.7353,0.0030,0.0030,0.0030
3,215,4.0816,-0.0315,2.3133,0.0030,0.0030,0.0030
3,220,0.2967,1.5261,1.9446,0.0030,0.0030,0.0030
3,223,-1.1440,2.1622,1.9367,0.0030,0.0030,0.0030
3,225,2.9945,-0.7061,-0.4585,0.0030,0.0030,0.0030
3,228,1.1981,-2.5414,1.0820,0.0030,0.0030,0.0030
3,229,5.6995,-4.7385,1.2143,0.0030,0.0030,0.0030
3,232,2.8398,4.6511,2.1061,0.0030,0.0030,0.0030
3,233,-1.8467,2.2984,-0.8926,0.0030,0.0030,0.0030
3,235,3.6862,4.5685,2.1724,0.0030,0.0030,0.0030
3,238,-2.0959,-1.4521,0.1087,0.0030,0.0030,0.0030
3,239,1.8383,-1.2020,3.0023,0.0030,0.0030,0.0030
3,240,1.5040,-0.1290,-1.3386,0.0030,0.0030,0.0030
3,243,2.3331,1.2505,2.7617,0.0030,0.0030,0.0030
3,245,5.4069,1.7639,0.1803,0.0030,0.0030,0.0030
3,247,2.9512,1.9774,2.1297,0.0030,0.0030,0.0030
3,248,2.2133,1.5652,2.8348,0.0030,0.0030,0.0030
3,249,4.1438,-5.9342,-0.7727,0.0030,0.0030,0.0030
3,253,-2.4632,0.6587,2.2018,0.0030,0.0030,0.0030
3,254,2.2239,-6.3752,1.4377,0.0030,0.0030,0.0030
3,255,0.5501,3.9606,-0.7489,0.0030,0.0030,0.0030
3,258,1.3888,2.5128,0.8067,0.0030,0.0030,0.0030
3,259,3.6738,-6.5169,2.9607,0.0030,0.0030,0.0030
3,260,0.2584,1.9767,2.5615,0.0030,0.0030,0.0030
3,262,-2.1521,3.7848,0.0304,0.0030,0.0030,0.0030
3,263,2.2686,-1.3516,0.8038,0.0030,0.0030,0.0030
3,269,2.8683,-6.2070,1.4528,0.0030,0.0030,0.0030
3,270,4.4838,-0.2705,-0.2523,0.0030,0.0030,0.0030
3,273,-2.4109,1.3262,2.3451,0.0030,0.0030,0.0030
3,278,-2.7141,-0.6195,0.3047,0.0030,0.0030,0.0030
3,279,0.1931,-4.0953,2.6593,0.0030,0.0030,0.0030
3,280,2.8487,4.5589,1.6841,0.0030,0.0030,0.0030
3,283,1.4081,-2.4017,1.0029,0.0030,0.0030,0.0030
3,284,0.9731,-1.8992,2.4029,0.0030,0.0030,0.0030
3,288,-1.9287,-2.1094,2.3100,0.0030,0.0030,0.0030
3,289,2.5402,-1.2977,2.8170,0.0030,0.0030,0.0030
3,292,2.6542,4.8297,2.3309,0.0030,0.0030,0.0030
3,293,0.9777,-2.7438,-0.5775,0.0030,0.0030,0.0030
3,295,3.6003,4.6902,-1.3022,0.0030,0.0030,0.0030
3,299,4.3701,-1.0417,-0.2092,0.0030,0.0030,0.0030
3,303,-1.5844,2.2277,2.6972,0.0030,0.0030,0.0030
3,305,2.9310,-0.4380,1.6073,0.0030,0.0030,0.0030
3,308,1.3427,2.6444,2.2134,0.0030,0.0030,0.0030
3,313,-1.8748,-1.7427,1.4555,0.0030,0.0030,0.0030
3,318,1.4156,2.5663,-1.1695,0.0030,0.0030,0.0030
3,322,1.6115,0.5632,1.4693,0.0030,0.0030,0.0030
3,323,-2.4036,-0.4858,1.8212,0.0030,0.0030,0.0030
3,324,2.9458,-6.2838,2.5255,0.0030,0.0030,0.0030
3,328,-2.1444,-1.2585,2.5421,0.0030,0.0030,0.0030
3,330,3.5891,4.6780,2.7043,0.0030,0.0030,0.0030
3,332,2.3954,4.9673,0.3610,0.0030,0.0030,0.0030
3,333,-0.8284,2.4931,2.7734,0.0030,0.0030,0.0030
3,334,3.2235,-6.3292,1.2926,0.0030,0.0030,0.0030
3,335,5.2732,0.7181,2.4031,0.0030,0.0030,0.0030
3,338,-0.5604,2.6174,1.2585,0.0030,0.0030,0.0030
3,340,3.6833,4.7980,2.8283,0.0030,0.0030,0.0030
3,343,-2.4983,0.1764,1.9525,0.0030,0.0030,0.0030
3,347,1.6085,5.1882,-1.3484,0.0030,0.0030,0.0030
3,348,-2.4731,1.2361,2.3185,0.0030,0.0030,0.0030
3,349,2.7767,-1.2582,-0.3256,0.0030,0.0030,0.0030
3,350,2.3107,4.8208,2.6603,0.0030,0.0030,0.0030
3,353,1.9592,-1.5345,2.6642,0.0030,0.0030,0.0030
3,354,1.0894,-1.6386,2.9285,0.0030,0.0030,0.0030
3,355,0.3887,1.1491,-0.6699,0.0030,0.0030,0.0030
3,357,-2.0234,3.9534,1.7582,0.0030,0.0030,0.0030
