pose_id,feature_id,x,y,z,sigma_x,sigma_y,sigma_z
2,122,0.3387,2.6281,2.8105,0.0050,0.0050,0.0050
2,123,2.9834,-2.6213,0.6226,0.0050,0.0050,0.0050
2,136,-1.0104,-0.0154,-0.4670,0.0050,0.0050,0.0050
2,137,2.2896,0.1913,2.3936,0.0050,0.0050,0.0050
2,138,1.7701,1.6198,1.6063,0.0050,0.0050,0.0050
2,181,-0.2882,0.8370,-2.1373,0.0050,0.0050,0.0050
2,182,-0.0019,-0.4239,0.4476,0.0050,0.0050,0.0050
2,183,0.3809,-2.3311,2.4743,0.0050,0.0050,0.0050
2,196,-0.6660,-0.6980,1.5860,0.0050,0.0050,0.0050
2,197,0.0089,0.0039,4.4296,0.0050,0.0050,0.0050
2,212,-2.7582,1.7458,-0.6204,0.0050,0.0050,0.0050
2,213,-2.0024,1.0372,-0.5584,0.0050,0.0050,0.0050
2,226,-2.5713,-1.0276,1.9326,0.0050,0.0050,0.0050
2,227,1.2954,2.8418,0.5259,0.0050,0.0050,0.0050
2,241,-0.5242,-1.6250,1.7561,0.0050,0.0050,0.0050
2,257,0.0233,-0.5571,1.7915,0.0050,0.0050,0.0050
2,287,-0.3290,0.5445,0.0943,0.0050,0.0050,0.0050
2,303,1.5307,0.4220,-0.2454,0.0050,0.0050,0.0050
2,331,-0.7819,0.6535,-0.5015,0.0050,0.0050,0.0050
2,346,-1.1663,-0.3126,-0.3353,0.0050,0.0050,0.0050
2,347,3.2012,0.7292,1.1700,0.0050,0.0050,0.0050
2,348,0.7927,0.4682,-0.0270,0.0050,0.0050,0.0050
2,363,1.0361,-0.3251,-0.0283,0.0050,0.0050,0.0050
2,376,-0.7033,-0.9132,-0.0480,0.0050,0.0050,0.0050
2,377,-1.3484,-0.2977,-0.9850,0.0050,0.0050,0.0050
2,392,1.4763,2.7515,1.4673,0.0050,0.0050,0.0050
2,407,-1.1371,-0.6376,4.2423,0.0050,0.0050,0.0050
2,408,-0.4069,2.1459,-1.3456,0.0050,0.0050,0.0050
2,423,2.8121,-2.0986,3.0318,0.0050,0.0050,0.0050
2,451,0.6655,2.6483,3.1294,0.0050,0.0050,0.0050
2,452,-1.1457,1.7150,0.0074,0.0050,0.0050,0.0050
2,453,1.1075,0.0579,4.3330,0.0050,0.0050,0.0050
2,467,-0.4886,0.3175,4.2863,0.0050,0.0050,0.0050
2,481,-0.7996,-1.4792,1.5670,0.0050,0.0050,0.0050
2,482,0.4535,-1.8539,4.1207,0.0050,0.0050,0.0050
2,483,0.7340,0.0372,1.3654,0.0050,0.0050,0.0050
2,497,0.0014,0.1038,0.7869,0.0050,0.0050,0.0050
2,498,-2.2423,0.1488,3.2431,0.0050,0.0050,0.0050
2,511,-3.8051,1.2641,0.9008,0.0050,0.0050,0.0050
2,512,2.3951,0.4456,3.4328,0.0050,0.0050,0.0050
2,513,1.0534,-0.0139,1.1482,0.0050,0.0050,0.0050
2,541,-1.3411,0.0513,0.0297,0.0050,0.0050,0.0050
2,542,-0.6762,-2.2550,0.9002,0.0050,0.0050,0.0050
2,543,0.8879,0.1325,-0.3316,0.0050,0.0050,0.0050
2,556,-0.9785,0.4045,-0.4844,0.0050,0.0050,0.0050
2,557,-0.3798,-0.1343,-0.4725,0.0050,0.0050,0.0050
2,572,-1.6891,2.7943,1.6537,0.0050,0.0050,0.0050
2,586,-0.5679,1.8258,2.3460,0.0050,0.0050,0.0050
2,588,3.8921,-0.1199,-1.1020,0.0050,0.0050,0.0050
2,602,2.6734,-1.8553,-0.9868,0.0050,0.0050,0.0050
2,617,0.2460,-0.8769,-1.4630,0.0050,0.0050,0.0050
2,618,2.9187,0.4674,2.3451,0.0050,0.0050,0.0050
2,631,-1.1591,0.2314,0.8358,0.0050,0.0050,0.0050
2,632,2.0312,-2.1169,-0.3626,0.0050,0.0050,0.0050
2,646,-1.1330,-0.2759,-0.8616,0.0050,0.0050,0.0050
2,647,-1.4707,-1.9771,-1.2623,0.0050,0.0050,0.0050
2,662,0.2436,-0.4709,0.9891,0.0050,0.0050,0.0050
2,676,-2.3424,0.2528,2.9413,0.0050,0.0050,0.0050
2,677,-1.5124,0.9038,-0.2940,0.0050,0.0050,0.0050
2,678,-1.0034,0.4839,2.5080,0.0050,0.0050,0.0050
2,691,2.1042,-1.0610,3.0196,0.0050,0.0050,0.0050
2,692,0.1869,-1.0838,2.4463,0.0050,0.0050,0.0050
2,706,-1.3945,2.4255,4.0407,0.0050,0.0050,0.0050
2,707,0.2096,-2.2268,-1.0578,0.0050,0.0050,0.0050
2,708,-1.2305,-0.2407,2.5182,0.0050,0.0050,0.0050
2,721,-1.0249,-0.2568,0.4208,0.0050,0.0050,0.0050
2,722,0.8488,2.0406,3.2891,0.0050,0.0050,0.0050
2,723,1.7040,-3.0034,3.6946,0.0050,0.0050,0.0050
2,737,-0.1722,0.0707,-0.4425,0.0050,0.0050,0.0050
2,738,3.1796,1.9259,-0.4426,0.0050,0.0050,0.0050
2,751,-0.6140,0.0142,1.4893,0.0050,0.0050,0.0050
2,752,-0.2896,1.4420,0.6926,0.0050,0.0050,0.0050
2,767,-1.8826,-0.9048,0.8768,0.0050,0.0050,0.0050
2,782,0.7496,-2.4530,4.0125,0.0050,0.0050,0.0050
2,797,-0.5134,1.2223,2.1777,0.0050,0.0050,0.0050
2,813,0.9944,-0.0021,-0.5715,0.0050,0.0050,0.0050
2,828,2.2196,1.7921,-1.4192,0.0050,0.0050,0.0050
2,841,0.7061,-2.8065,1.6088,0.0050,0.0050,0.0050
2,842,3.1806,0.8415,1.9574,0.0050,0.0050,0.0050
2,857,3.0243,-1.0369,2.4817,0.0050,0.0050,0.0050
2,871,1.4167,-1.4855,2.8633,0.0050,0.0050,0.0050
2,872,-0.3300,0.7251,1.8947,0.0050,0.0050,0.0050
2,873,3.3183,-0.8709,-0.0240,0.0050,0.0050,0.0050
2,886,-0.9267,1.7051,3.6136,0.0050,0.0050,0.0050
2,902,-0.0239,-0.0863,-0.0665,0.0050,0.0050,0.0050
2,917,-1.2076,-0.1363,-0.6679,0.0050,0.0050,0.0050
2,932,0.7293,1.3264,1.1056,0.0050,0.0050,0.0050
2,933,2.7724,2.5670,3.0169,0.0050,0.0050,0.0050
2,947,-1.9912,-0.0413,0.7284,0.0050,0.0050,0.0050
2,948,1.0245,0.0461,3.1886,0.0050,0.0050,0.0050
2,963,-1.4544,0.7920,2.2697,0.0050,0.0050,0.0050
2,977,0.4992,-0.0435,0.8125,0.0050,0.0050,0.0050
2,1007,-0.2055,-0.1015,3.8303,0.0050,0.0050,0.0050
2,1022,2.3296,-1.8187,2.5194,0.0050,0.0050,0.0050
2,1051,-0.5027,0.1397,1.0374,0.0050,0.0050,0.0050
2,1052,-1.5246,-1.2237,1.2003,0.0050,0.0050,0.0050
2,1053,1.6644,-2.2035,2.6328,0.0050,0.0050,0.0050
2,1068,0.6287,0.0349,4.6956,0.0050,0.0050,0.0050
2,1081,-0.7815,2.5768,-1.3190,0.0050,0.0050,0.0050
2,1083,1.6509,0.2051,4.7730,0.0050,0.0050,0.0050
2,1111,1.2667,-2.1241,2.5057,0.0050,0.0050,0.0050
2,1112,-0.5833,0.0609,1.1331,0.0050,0.0050,0.0050
2,1113,-0.1453,3.0824,-0.9941,0.0050,0.0050,0.0050
2,1126,-0.8837,0.5303,0.8517,0.0050,0.0050,0.0050
2,1127,1.3636,-2.7364,1.3332,0.0050,0.0050,0.0050
2,1128,1.8270,-2.0348,1.8503,0.0050,0.0050,0.0050
2,1142,-0.1619,0.2680,1.6889,0.0050,0.0050,0.0050
2,1156,-0.6895,-0.1340,-0.5976,0.0050,0.0050,0.0050
2,1171,0.2009,-0.2583,2.0375,0.0050,0.0050,0.0050
2,1172,-1.4964,2.3128,-1.1723,0.0050,0.0050,0.0050
2,1173,1.1734,2.1437,3.7108,0.0050,0.0050,0.0050
2,1186,-3.7494,-1.7944,-1.2358,0.0050,0.0050,0.0050
2,1187,-0.3531,0.5349,0.0453,0.0050,0.0050,0.0050
3,3,0.3536,0.1406,1.1447,0.0050,0.0050,0.0050
3,4,0.8670,-0.5230,0.9804,0.0050,0.0050,0.0050
3,17,-2.3542,1.6554,0.1312,0.0050,0.0050,0.0050
3,33,2.7059,1.5422,3.0072,0.0050,0.0050,0.0050
3,48,-0.0476,0.4515,1.0639,0.0050,0.0050,0.0050
3,63,-0.5633,-0.2410,-0.7477,0.0050,0.0050,0.0050
3,64,0.4948,-2.9645,1.8229,0.0050,0.0050,0.0050
3,93,2.8309,1.1955,0.9838,0.0050,0.0050,0.0050
3,94,0.9005,-0.8323,0.6280,0.0050,0.0050,0.0050
3,108,0.3060,0.1218,0.8422,0.0050,0.0050,0.0050
3,109,3.3321,-2.3094,1.3301,0.0050,0.0050,0.0050
3,123,1.9848,-2.6183,0.6250,0.0050,0.0050,0.0050
3,137,1.2919,0.1805,2.4012,0.0050,0.0050,0.0050
3,138,0.7628,1.6151,1.6054,0.0050,0.0050,0.0050
3,139,-0.3103,1.1036,-0.8869,0.0050,0.0050,0.0050
3,153,1.0604,-2.7839,1.8172,0.0050,0.0050,0.0050
3,154,1.7064,-2.2251,2.5925,0.0050,0.0050,0.0050
3,168,2.1667,-0.9876,2.4434,0.0050,0.0050,0.0050
3,169,1.1842,0.1965,0.9393,0.0050,0.0050,0.0050
3,182,-0.9996,-0.4235,0.4429,0.0050,0.0050,0.0050
3,183,-0.6183,-2.3367,2.4661,0.0050,0.0050,0.0050
3,184,1.7577,-0.0285,1.9106,0.0050,0.0050,0.0050
3,197,-1.0038,0.0094,4.4382,0.0050,0.0050,0.0050
3,198,-2.4283,-1.2019,-0.2622,0.0050,0.0050,0.0050
3,213,-3.0183,1.0229,-0.5622,0.0050,0.0050,0.0050
3,243,-2.7701,1.2567,1.6279,0.0050,0.0050,0.0050
3,259,3.5978,1.9314,2.9960,0.0050,0.0050,0.0050
3,273,-0.4251,-2.7829,1.9988,0.0050,0.0050,0.0050
3,274,1.0533,-0.0101,0.1903,0.0050,0.0050,0.0050
3,287,-1.3228,0.5459,0.1033,0.0050,0.0050,0.0050
3,303,0.5368,0.4293,-0.2514,0.0050,0.0050,0.0050
3,304,-0.8835,-1.8649,2.2492,0.0050,0.0050,0.0050
3,318,2.3284,-2.1686,2.3869,0.0050,0.0050,0.0050
3,319,-0.5529,-1.5173,3.1631,0.0050,0.0050,0.0050
3,348,-0.1931,0.4750,-0.0129,0.0050,0.0050,0.0050
3,363,0.0485,-0.3278,-0.0238,0.0050,0.0050,0.0050
3,377,-2.3416,-0.3013,-0.9925,0.0050,0.0050,0.0050
3,378,-0.5369,-0.4111,3.8777,0.0050,0.0050,0.0050
3,392,0.4813,2.7476,1.4708,0.0050,0.0050,0.0050
3,393,0.2937,-0.4347,-0.1222,0.0050,0.0050,0.0050
3,407,-2.1252,-0.6482,4.2536,0.0050,0.0050,0.0050
3,408,-1.4194,2.1406,-1.3508,0.0050,0.0050,0.0050
3,423,1.8109,-2.1031,3.0355,0.0050,0.0050,0.0050
3,439,-1.7765,-0.6609,3.2111,0.0050,0.0050,0.0050
3,452,-2.1591,1.7284,0.0085,0.0050,0.0050,0.0050
3,453,0.0997,0.0560,4.3394,0.0050,0.0050,0.0050
3,468,-0.7853,-0.2603,2.4045,0.0050,0.0050,0.0050
3,469,3.3029,-2.2162,1.6511,0.0050,0.0050,0.0050
3,482,-0.5388,-1.8499,4.1159,0.0050,0.0050,0.0050
3,483,-0.2683,0.0370,1.3704,0.0050,0.0050,0.0050
3,498,-3.2527,0.1505,3.2456,0.0050,0.0050,0.0050
3,513,0.0564,-0.0142,1.1429,0.0050,0.0050,0.0050
3,529,1.4151,0.0542,1.5423,0.0050,0.0050,0.0050
3,543,-0.1081,0.1357,-0.3384,0.0050,0.0050,0.0050
3,559,1.1856,-0.9673,2.3097,0.0050,0.0050,0.0050
3,573,-1.3538,0.9169,1.7826,0.0050,0.0050,0.0050
3,588,2.9077,-0.1219,-1.1016,0.0050,0.0050,0.0050
3,589,-0.9107,-2.4760,0.8140,0.0050,0.0050,0.0050
3,602,1.6791,-1.8557,-0.9700,0.0050,0.0050,0.0050
3,604,1.3466,-2.0152,-1.4727,0.0050,0.0050,0.0050
3,618,1.9284,0.4559,2.3438,0.0050,0.0050,0.0050
3,633,-2.1216,0.7609,2.5937,0.0050,0.0050,0.0050
3,634,0.1949,-2.4864,1.1352,0.0050,0.0050,0.0050
3,649,3.8715,1.5445,2.2675,0.0050,0.0050,0.0050
3,664,1.0472,0.1216,1.0016,0.0050,0.0050,0.0050
3,678,-2.0012,0.4904,2.5054,0.0050,0.0050,0.0050
3,692,-0.8129,-1.0878,2.4405,0.0050,0.0050,0.0050
3,693,0.2409,-0.7302,3.3788,0.0050,0.0050,0.0050
3,708,-2.2314,-0.2380,2.5144,0.0050,0.0050,0.0050
3,709,0.6566,-1.4467,2.1866,0.0050,0.0050,0.0050
3,723,0.7075,-3.0040,3.6913,0.0050,0.0050,0.0050
3,724,2.7286,-2.6817,1.5481,0.0050,0.0050,0.0050
3,738,2.1839,1.9228,-0.4478,0.0050,0.0050,0.0050
3,752,-1.2885,1.4463,0.7074,0.0050,0.0050,0.0050
3,768,-0.5344,2.1225,0.9283,0.0050,0.0050,0.0050
3,783,0.7348,-1.4099,0.3585,0.0050,0.0050,0.0050
3,797,-1.5034,1.2262,2.1780,0.0050,0.0050,0.0050
3,798,1.0591,-1.7426,2.4624,0.0050,0.0050,0.0050
3,813,0.0012,0.0057,-0.5568,0.0050,0.0050,0.0050
3,828,1.2137,1.7918,-1.4205,0.0050,0.0050,0.0050
3,829,1.0902,0.3062,2.4283,0.0050,0.0050,0.0050
3,844,1.1070,1.0750,-0.3468,0.0050,0.0050,0.0050
3,857,2.0082,-1.0373,2.4808,0.0050,0.0050,0.0050
3,872,-1.3215,0.7251,1.8997,0.0050,0.0050,0.0050
3,873,2.3237,-0.8803,-0.0247,0.0050,0.0050,0.0050
3,888,1.1398,-0.3235,4.4123,0.0050,0.0050,0.0050
3,889,1.6603,0.7704,3.2922,0.0050,0.0050,0.0050
3,902,-1.0326,-0.0938,-0.0666,0.0050,0.0050,0.0050
3,919,1.0391,-0.2098,0.9675,0.0050,0.0050,0.0050
3,932,-0.2755,1.3195,1.1066,0.0050,0.0050,0.0050
3,933,1.7729,2.5612,3.0127,0.0050,0.0050,0.0050
3,934,-1.6208,0.9784,3.8392,0.0050,0.0050,0.0050
3,947,-2.9927,-0.0438,0.7376,0.0050,0.0050,0.0050
3,948,0.0293,0.0411,3.1982,0.0050,0.0050,0.0050
3,963,-2.4544,0.8016,2.2716,0.0050,0.0050,0.0050
3,979,0.6567,-0.3047,1.0582,0.0050,0.0050,0.0050
3,1008,1.2807,-0.8534,2.2852,0.0050,0.0050,0.0050
3,1009,1.2198,-0.0965,-0.7664,0.0050,0.0050,0.0050
3,1023,-0.9958,2.1636,0.7097,0.0050,0.0050,0.0050
3,1038,1.6673,2.0908,3.6888,0.0050,0.0050,0.0050
3,1053,0.6598,-2.2051,2.6342,0.0050,0.0050,0.0050
3,1054,-0.1672,-2.1839,2.6480,0.0050,0.0050,0.0050
3,1068,-0.3615,0.0359,4.6808,0.0050,0.0050,0.0050
3,1083,0.6613,0.2027,4.7710,0.0050,0.0050,0.0050
3,1098,0.8271,3.1596,3.5286,0.0050,0.0050,0.0050
3,1099,0.4042,3.0968,-1.4922,0.0050,0.0050,0.0050
3,1112,-1.5767,0.0567,1.1443,0.0050,0.0050,0.0050
3,1113,-1.1466,3.0809,-0.9853,0.0050,0.0050,0.0050
3,1114,2.6640,2.2505,1.1728,0.0050,0.0050,0.0050
3,1127,0.3719,-2.7452,1.3288,0.0050,0.0050,0.0050
3,1128,0.8310,-2.0290,1.8422,0.0050,0.0050,0.0050
3,1129,2.2238,2.2281,-0.3214,0.0050,0.0050,0.0050
3,1143,-0.6193,-0.6915,2.4757,0.0050,0.0050,0.0050
3,1173,0.1657,2.1349,3.7173,0.0050,0.0050,0.0050
3,1188,-0.7833,-2.0471,-0.5432,0.0050,0.0050,0.0050
4,3,-0.6402,0.1379,1.1381,0.0050,0.0050,0.0050
4,4,-0.1329,-0.5208,0.9900,0.0050,0.0050,0.0050
4,5,1.2019,0.3185,0.0004,0.0050,0.0050,0.0050
4,20,1.7128,-2.6454,2.8353,0.0050,0.0050,0.0050
4,49,-0.8760,1.2526,4.2328,0.0050,0.0050,0.0050
4,50,4.2495,-0.3752,3.1627,0.0050,0.0050,0.0050
4,64,-0.5077,-2.9600,1.8274,0.0050,0.0050,0.0050
4,94,-0.1004,-0.8248,0.6428,0.0050,0.0050,0.0050
4,109,2.3383,-2.2984,1.3243,0.0050,0.0050,0.0050
4,110,1.1251,-1.5690,3.1003,0.0050,0.0050,0.0050
4,124,-0.7956,-1.8624,-0.4843,0.0050,0.0050,0.0050
4,139,-1.3107,1.0999,-0.8907,0.0050,0.0050,0.0050
4,140,-1.0347,0.2815,0.2552,0.0050,0.0050,0.0050
4,153,0.0712,-2.7804,1.8080,0.0050,0.0050,0.0050
4,154,0.7055,-2.2327,2.6033,0.0050,0.0050,0.0050
4,168,1.1665,-0.9880,2.4386,0.0050,0.0050,0.0050
4,169,0.1855,0.1998,0.9334,0.0050,0.0050,0.0050
4,184,0.7616,-0.0238,1.9077,0.0050,0.0050,0.0050
4,198,-3.4247,-1.2080,-0.2587,0.0050,0.0050,0.0050
4,200,-0.2989,-2.4566,3.3598,0.0050,0.0050,0.0050
4,229,-1.1923,-2.1251,4.0665,0.0050,0.0050,0.0050
4,243,-3.7670,1.2572,1.6377,0.0050,0.0050,0.0050
4,244,-1.3983,-2.8550,3.0893,0.0050,0.0050,0.0050
4,245,3.9838,-1.2973,-0.1450,0.0050,0.0050,0.0050
4,259,2.5957,1.9280,2.9887,0.0050,0.0050,0.0050
4,273,-1.4283,-2.7784,2.0009,0.0050,0.0050,0.0050
4,274,0.0624,-0.0083,0.1809,0.0050,0.0050,0.0050
4,289,1.2345,1.0998,1.7819,0.0050,0.0050,0.0050
4,304,-1.8867,-1.8567,2.2566,0.0050,0.0050,0.0050
4,305,-0.0012,0.5546,2.0958,0.0050,0.0050,0.0050
4,318,1.3199,-2.1723,2.3863,0.0050,0.0050,0.0050
4,319,-1.5567,-1.5320,3.1771,0.0050,0.0050,0.0050
4,334,-0.0197,-0.0523,1.5252,0.0050,0.0050,0.0050
4,335,-0.1672,2.9239,1.5188,0.0050,0.0050,0.0050
4,349,0.4209,0.5121,2.2344,0.0050,0.0050,0.0050
4,378,-1.5397,-0.4061,3.8784,0.0050,0.0050,0.0050
4,393,-0.7136,-0.4383,-0.1322,0.0050,0.0050,0.0050
4,394,-0.5237,0.6300,-2.2610,0.0050,0.0050,0.0050
4,424,-0.5415,-0.2687,1.6877,0.0050,0.0050,0.0050
4,425,1.3380,-1.2257,4.8783,0.0050,0.0050,0.0050
4,439,-2.7697,-0.6615,3.2129,0.0050,0.0050,0.0050
4,440,1.2593,-0.4126,-0.5146,0.0050,0.0050,0.0050
4,454,1.9243,-2.1247,2.5916,0.0050,0.0050,0.0050
4,468,-1.7970,-0.2618,2.4055,0.0050,0.0050,0.0050
4,469,2.2946,-2.2168,1.6473,0.0050,0.0050,0.0050
4,485,2.4773,0.6423,1.4042,0.0050,0.0050,0.0050
4,500,-0.7976,1.8926,0.9105,0.0050,0.0050,0.0050
4,514,-0.1891,-0.4587,0.3223,0.0050,0.0050,0.0050
4,529,0.4114,0.0547,1.5384,0.0050,0.0050,0.0050
4,530,0.1329,-0.3107,1.6033,0.0050,0.0050,0.0050
4,545,1.1740,-0.1189,-0.2530,0.0050,0.0050,0.0050
4,559,0.1989,-0.9669,2.3156,0.0050,0.0050,0.0050
4,560,1.0371,-0.1490,2.6741,0.0050,0.0050,0.0050
4,573,-2.3507,0.9261,1.7792,0.0050,0.0050,0.0050
4,574,-1.2228,-1.5797,1.2069,0.0050,0.0050,0.0050
4,589,-1.9119,-2.4688,0.8249,0.0050,0.0050,0.0050
4,590,2.4353,0.8686,1.6075,0.0050,0.0050,0.0050
4,604,0.3361,-2.0203,-1.4848,0.0050,0.0050,0.0050
4,605,1.5321,1.3563,3.5729,0.0050,0.0050,0.0050
4,633,-3.1193,0.7674,2.5866,0.0050,0.0050,0.0050
4,634,-0.8098,-2.4834,1.1500,0.0050,0.0050,0.0050
4,649,2.8778,1.5515,2.2623,0.0050,0.0050,0.0050
4,664,0.0425,0.1324,1.0059,0.0050,0.0050,0.0050
4,665,4.0465,-0.5072,3.0191,0.0050,0.0050,0.0050
4,680,2.1639,-0.2845,1.2285,0.0050,0.0050,0.0050
4,693,-0.7473,-0.7318,3.3742,0.0050,0.0050,0.0050
4,709,-0.3409,-1.4610,2.1936,0.0050,0.0050,0.0050
4,710,1.3510,0.7880,3.3728,0.0050,0.0050,0.0050
4,724,1.7374,-2.6705,1.5413,0.0050,0.0050,0.0050
4,754,2.0940,-1.1073,3.9844,0.0050,0.0050,0.0050
4,768,-1.5300,2.1257,0.9300,0.0050,0.0050,0.0050
4,783,-0.2765,-1.4110,0.3544,0.0050,0.0050,0.0050
4,784,1.5698,-2.6341,2.9600,0.0050,0.0050,0.0050
4,798,0.0576,-1.7542,2.4685,0.0050,0.0050,0.0050
4,814,1.1894,-0.0628,1.5668,0.0050,0.0050,0.0050
4,815,3.2562,-2.3925,2.6533,0.0050,0.0050,0.0050
4,829,0.1020,0.3009,2.4252,0.0050,0.0050,0.0050
4,844,0.1095,1.0761,-0.3544,0.0050,0.0050,0.0050
4,874,-2.5902,-1.9132,3.0361,0.0050,0.0050,0.0050
