pose_id,feature_id,number_of_measurements,x,y,z,x_global,y_global,z_global
2,377,2,-1.3484,-0.2977,-0.9850,-0.3484,-0.2977,-0.9850
2,392,2,1.4763,2.7515,1.4673,2.4763,2.7515,1.4673
2,407,2,-1.1371,-0.6376,4.2423,-0.1371,-0.6376,4.2423
2,408,2,-0.4069,2.1459,-1.3456,0.5931,2.1459,-1.3456
2,423,2,2.8121,-2.0986,3.0318,3.8121,-2.0986,3.0318
2,451,2,0.6655,2.6483,3.1294,1.6655,2.6483,3.1294
2,452,2,-1.1457,1.7150,0.0074,-0.1457,1.7150,0.0074
2,453,2,1.1075,0.0579,4.3330,2.1075,0.0579,4.3330
2,467,2,-0.4886,0.3175,4.2863,0.5114,0.3175,4.2863
2,481,2,-0.7996,-1.4792,1.5670,0.2004,-1.4792,1.5670
2,482,2,0.4535,-1.8539,4.1207,1.4535,-1.8539,4.1207
2,483,2,0.7340,0.0372,1.3654,1.7340,0.0372,1.3654
2,497,2,0.0014,0.1038,0.7869,1.0014,0.1038,0.7869
2,498,2,-2.2423,0.1488,3.2431,-1.2423,0.1488,3.2431
2,511,2,-3.8051,1.2641,0.9008,-2.8051,1.2641,0.9008
2,512,2,2.3951,0.4456,3.4328,3.3951,0.4456,3.4328
2,513,2,1.0534,-0.0139,1.1482,2.0534,-0.0139,1.1482
2,541,2,-1.3411,0.0513,0.0297,-0.3411,0.0513,0.0297
2,542,2,-0.6762,-2.2550,0.9002,0.3238,-2.2550,0.9002
2,543,2,0.8879,0.1325,-0.3316,1.8879,0.1325,-0.3316
2,556,2,-0.9785,0.4045,-0.4844,0.0215,0.4045,-0.4844
2,557,2,-0.3798,-0.1343,-0.4725,0.6202,-0.1343,-0.4725
2,572,2,-1.6891,2.7943,1.6537,-0.6891,2.7943,1.6537
2,586,2,-0.5679,1.8258,2.3460,0.4321,1.8258,2.3460
2,588,2,3.8921,-0.1199,-1.1020,4.8921,-0.1199,-1.1020
2,602,2,2.6734,-1.8553,-0.9868,3.6734,-1.8553,-0.9868
2,617,2,0.2460,-0.8769,-1.4630,1.2460,-0.8769,-1.4630
2,618,2,2.9187,0.4674,2.3451,3.9187,0.4674,2.3451
2,631,2,-1.1591,0.2314,0.8358,-0.1591,0.2314,0.8358
2,632,2,2.0312,-2.1169,-0.3626,3.0312,-2.1169,-0.3626
2,646,2,-1.1330,-0.2759,-0.8616,-0.1330,-0.2759,-0.8616
2,647,2,-1.4707,-1.9771,-1.2623,-0.4707,-1.9771,-1.2623
2,662,2,0.2436,-0.4709,0.9891,1.2436,-0.4709,0.9891
2,676,2,-2.3424,0.2528,2.9413,-1.3424,0.2528,2.9413
2,677,2,-1.5124,0.9038,-0.2940,-0.5124,0.9038,-0.2940
2,678,2,-1.0034,0.4839,2.5080,-0.0034,0.4839,2.5080
2,691,2,2.1042,-1.0610,3.0196,3.1042,-1.0610,3.0196
2,692,2,0.1869,-1.0838,2.4463,1.1869,-1.0838,2.4463
2,706,2,-1.3945,2.4255,4.0407,-0.3945,2.4255,4.0407
2,707,2,0.2096,-2.2268,-1.0578,1.2096,-2.2268,-1.0578
2,708,2,-1.2305,-0.2407,2.5182,-0.2305,-0.2407,2.5182
2,721,2,-1.0249,-0.2568,0.4208,-0.0249,-0.2568,0.4208
2,722,2,0.8488,2.0406,3.2891,1.8488,2.0406,3.2891
2,723,2,1.7040,-3.0034,3.6946,2.7040,-3.0034,3.6946
2,737,2,-0.1722,0.0707,-0.4425,0.8278,0.0707,-0.4425
2,738,2,3.1796,1.9259,-0.4426,4.1796,1.9259,-0.4426
2,751,2,-0.6140,0.0142,1.4893,0.3860,0.0142,1.4893
2,752,2,-0.2896,1.4420,0.6926,0.7104,1.4420,0.6926
2,767,2,-1.8826,-0.9048,0.8768,-0.8826,-0.9048,0.8768
2,782,2,0.7496,-2.4530,4.0125,1.7496,-2.4530,4.0125
2,797,2,-0.5134,1.2223,2.1777,0.4866,1.2223,2.1777
2,813,2,0.9944,-0.0021,-0.5715,1.9944,-0.0021,-0.5715
2,828,2,2.2196,1.7921,-1.4192,3.2196,1.7921,-1.4192
2,841,2,0.7061,-2.8065,1.6088,1.7061,-2.8065,1.6088
2,842,2,3.1806,0.8415,1.9574,4.1806,0.8415,1.9574
2,857,2,3.0243,-1.0369,2.4817,4.0243,-1.0369,2.4817
2,871,2,1.4167,-1.4855,2.8633,2.4167,-1.4855,2.8633
2,872,2,-0.3300,0.7251,1.8947,0.6700,0.7251,1.8947
2,873,2,3.3183,-0.8709,-0.0240,4.3183,-0.8709,-0.0240
2,886,2,-0.9267,1.7051,3.6136,0.0733,1.7051,3.6136
2,902,2,-0.0239,-0.0863,-0.0665,0.9761,-0.0863,-0.0665
2,917,2,-1.2076,-0.1363,-0.6679,-0.2076,-0.1363,-0.6679
2,932,2,0.7293,1.3264,1.1056,1.7293,1.3264,1.1056
2,933,2,2.7724,2.5670,3.0169,3.7724,2.5670,3.0169
2,947,2,-1.9912,-0.0413,0.7284,-0.9912,-0.0413,0.7284
2,948,2,1.0245,0.0461,3.1886,2.0245,0.0461,3.1886
2,963,2,-1.4544,0.7920,2.2697,-0.4544,0.7920,2.2697
2,977,2,0.4992,-0.0435,0.8125,1.4992,-0.0435,0.8125
2,1007,2,-0.2055,-0.1015,3.8303,0.7945,-0.1015,3.8303
2,1022,2,2.3296,-1.8187,2.5194,3.3296,-1.8187,2.5194
2,1051,2,-0.5027,0.1397,1.0374,0.4973,0.1397,1.0374
2,1052,2,-1.5246,-1.2237,1.2003,-0.5246,-1.2237,1.2003
2,1053,2,1.6644,-2.2035,2.6328,2.6644,-2.2035,2.6328
2,1068,2,0.6287,0.0349,4.6956,1.6287,0.0349,4.6956
2,1081,2,-0.7815,2.5768,-1.3190,0.2185,2.5768,-1.3190
2,1083,2,1.6509,0.2051,4.7730,2.6509,0.2051,4.7730
2,1111,2,1.2667,-2.1241,2.5057,2.2667,-2.1241,2.5057
2,1112,2,-0.5833,0.0609,1.1331,0.4167,0.0609,1.1331
2,1113,2,-0.1453,3.0824,-0.9941,0.8547,3.0824,-0.9941
2,1126,2,-0.8837,0.5303,0.8517,0.1163,0.5303,0.8517
2,1127,2,1.3636,-2.7364,1.3332,2.3636,-2.7364,1.3332
2,1128,2,1.8270,-2.0348,1.8503,2.8270,-2.0348,1.8503
2,1142,2,-0.1619,0.2680,1.6889,0.8381,0.2680,1.6889
2,1156,2,-0.6895,-0.1340,-0.5976,0.3105,-0.1340,-0.5976
2,1171,2,0.2009,-0.2583,2.0375,1.2009,-0.2583,2.0375
2,1172,2,-1.4964,2.3128,-1.1723,-0.4964,2.3128,-1.1723
2,1173,2,1.1734,2.1437,3.7108,2.1734,2.1437,3.7108
2,1186,2,-3.7494,-1.7944,-1.2358,-2.7494,-1.7944,-1.2358
2,1187,2,-0.3531,0.5349,0.0453,0.6469,0.5349,0.0453
3,3,2,0.3536,0.1406,1.1447,2.3536,0.1406,1.1447
3,4,2,0.8670,-0.5230,0.9804,2.8670,-0.5230,0.9804
3,17,2,-2.3542,1.6554,0.1312,-0.3542,1.6554,0.1312
3,33,2,2.7059,1.5422,3.0072,4.7059,1.5422,3.0072
3,48,2,-0.0476,0.4515,1.0639,1.9524,0.4515,1.0639
3,63,2,-0.5633,-0.2410,-0.7477,1.4367,-0.2410,-0.7477
3,64,2,0.4948,-2.9645,1.8229,2.4948,-2.9645,1.8229
3,93,2,2.8309,1.1955,0.9838,4.8309,1.1955,0.9838
3,94,2,0.9005,-0.8323,0.6280,2.9005,-0.8323,0.6280
3,108,2,0.3060,0.1218,0.8422,2.3060,0.1218,0.8422
3,109,2,3.3321,-2.3094,1.3301,5.3321,-2.3094,1.3301
3,123,2,1.9848,-2.6183,0.6250,3.9848,-2.6183,0.6250
3,137,2,1.2919,0.1805,2.4012,3.2919,0.1805,2.4012
3,138,2,0.7628,1.6151,1.6054,2.7628,1.6151,1.6054
3,139,2,-0.3103,1.1036,-0.8869,1.6897,1.1036,-0.8869
3,153,2,1.0604,-2.7839,1.8172,3.0604,-2.7839,1.8172
3,154,2,1.7064,-2.2251,2.5925,3.7064,-2.2251,2.5925
3,168,2,2.1667,-0.9876,2.4434,4.1667,-0.9876,2.4434
3,169,2,1.1842,0.1965,0.9393,3.1842,0.1965,0.9393
3,182,2,-0.9996,-0.4235,0.4429,1.0004,-0.4235,0.4429
3,183,2,-0.6183,-2.3367,2.4661,1.3817,-2.3367,2.4661
3,184,2,1.7577,-0.0285,1.9106,3.7577,-0.0285,1.9106
3,197,2,-1.0038,0.0094,4.4382,0.9962,0.0094,4.4382
3,198,2,-2.4283,-1.2019,-0.2622,-0.4283,-1.2019,-0.2622
3,213,2,-3.0183,1.0229,-0.5622,-1.0183,1.0229,-0.5622
3,243,2,-2.7701,1.2567,1.6279,-0.7701,1.2567,1.6279
3,259,2,3.5978,1.9314,2.9960,5.5978,1.9314,2.9960
3,273,2,-0.4251,-2.7829,1.9988,1.5749,-2.7829,1.9988
3,274,2,1.0533,-0.0101,0.1903,3.0533,-0.0101,0.1903
3,287,2,-1.3228,0.5459,0.1033,0.6772,0.5459,0.1033
3,303,2,0.5368,0.4293,-0.2514,2.5368,0.4293,-0.2514
3,304,2,-0.8835,-1.8649,2.2492,1.1165,-1.8649,2.2492
3,318,2,2.3284,-2.1686,2.3869,4.3284,-2.1686,2.3869
3,319,2,-0.5529,-1.5173,3.1631,1.4471,-1.5173,3.1631
3,348,2,-0.1931,0.4750,-0.0129,1.8069,0.4750,-0.0129
3,363,2,0.0485,-0.3278,-0.0238,2.0485,-0.3278,-0.0238
3,377,2,-2.3416,-0.3013,-0.9925,-0.3416,-0.3013,-0.9925
3,378,2,-0.5369,-0.4111,3.8777,1.4631,-0.4111,3.8777
3,392,2,0.4813,2.7476,1.4708,2.4813,2.7476,1.4708
3,393,2,0.2937,-0.4347,-0.1222,2.2937,-0.4347,-0.1222
3,407,2,-2.1252,-0.6482,4.2536,-0.1252,-0.6482,4.2536
3,408,2,-1.4194,2.1406,-1.3508,0.5806,2.1406,-1.3508
3,423,2,1.8109,-2.1031,3.0355,3.8109,-2.1031,3.0355
3,439,2,-1.7765,-0.6609,3.2111,0.2235,-0.6609,3.2111
3,452,2,-2.1591,1.7284,0.0085,-0.1591,1.7284,0.0085
3,453,2,0.0997,0.0560,4.3394,2.0997,0.0560,4.3394
3,468,2,-0.7853,-0.2603,2.4045,1.2147,-0.2603,2.4045
3,469,2,3.3029,-2.2162,1.6511,5.3029,-2.2162,1.6511
3,482,2,-0.5388,-1.8499,4.1159,1.4612,-1.8499,4.1159
3,483,2,-0.2683,0.0370,1.3704,1.7317,0.0370,1.3704
3,498,2,-3.2527,0.1505,3.2456,-1.2527,0.1505,3.2456
3,513,2,0.0564,-0.0142,1.1429,2.0564,-0.0142,1.1429
3,529,2,1.4151,0.0542,1.5423,3.4151,0.0542,1.5423
3,543,2,-0.1081,0.1357,-0.3384,1.8919,0.1357,-0.3384
3,559,2,1.1856,-0.9673,2.3097,3.1856,-0.9673,2.3097
3,573,2,-1.3538,0.9169,1.7826,0.6462,0.9169,1.7826
3,588,2,2.9077,-0.1219,-1.1016,4.9077,-0.1219,-1.1016
3,589,2,-0.9107,-2.4760,0.8140,1.0893,-2.4760,0.8140
3,602,2,1.6791,-1.8557,-0.9700,3.6791,-1.8557,-0.9700
3,604,2,1.3466,-2.0152,-1.4727,3.3466,-2.0152,-1.4727
3,618,2,1.9284,0.4559,2.3438,3.9284,0.4559,2.3438
3,633,2,-2.1216,0.7609,2.5937,-0.1216,0.7609,2.5937
3,634,2,0.1949,-2.4864,1.1352,2.1949,-2.4864,1.1352
3,649,2,3.8715,1.5445,2.2675,5.8715,1.5445,2.2675
3,664,2,1.0472,0.1216,1.0016,3.0472,0.1216,1.0016
3,678,2,-2.0012,0.4904,2.5054,-0.0012,0.4904,2.5054
3,692,2,-0.8129,-1.0878,2.4405,1.1871,-1.0878,2.4405
3,693,2,0.2409,-0.7302,3.3788,2.2409,-0.7302,3.3788
3,708,2,-2.2314,-0.2380,2.5144,-0.2314,-0.2380,2.5144
3,709,2,0.6566,-1.4467,2.1866,2.6566,-1.4467,2.1866
3,723,2,0.7075,-3.0040,3.6913,2.7075,-3.0040,3.6913
3,724,2,2.7286,-2.6817,1.5481,4.7286,-2.6817,1.5481
3,738,2,2.1839,1.9228,-0.4478,4.1839,1.9228,-0.4478
3,752,2,-1.2885,1.4463,0.7074,0.7115,1.4463,0.7074
3,768,2,-0.5344,2.1225,0.9283,1.4656,2.1225,0.9283
3,783,2,0.7348,-1.4099,0.3585,2.7348,-1.4099,0.3585
3,797,2,-1.5034,1.2262,2.1780,0.4966,1.2262,2.1780
3,798,2,1.0591,-1.7426,2.4624,3.0591,-1.7426,2.4624
3,813,2,0.0012,0.0057,-0.5568,2.0012,0.0057,-0.5568
3,828,2,1.2137,1.7918,-1.4205,3.2137,1.7918,-1.4205
3,829,2,1.0902,0.3062,2.4283,3.0902,0.3062,2.4283
3,844,2,1.1070,1.0750,-0.3468,3.1070,1.0750,-0.3468
3,857,2,2.0082,-1.0373,2.4808,4.0082,-1.0373,2.4808
3,872,2,-1.3215,0.7251,1.8997,0.6785,0.7251,1.8997
3,873,2,2.3237,-0.8803,-0.0247,4.3237,-0.8803,-0.0247
3,888,2,1.1398,-0.3235,4.4123,3.1398,-0.3235,4.4123
3,889,2,1.6603,0.7704,3.2922,3.6603,0.7704,3.2922
3,902,2,-1.0326,-0.0938,-0.0666,0.9674,-0.0938,-0.0666
3,919,2,1.0391,-0.2098,0.9675,3.0391,-0.2098,0.9675
3,932,2,-0.2755,1.3195,1.1066,1.7245,1.3195,1.1066
3,933,2,1.7729,2.5612,3.0127,3.7729,2.5612,3.0127
3,934,2,-1.6208,0.9784,3.8392,0.3792,0.9784,3.8392
3,947,2,-2.9927,-0.0438,0.7376,-0.9927,-0.0438,0.7376
3,948,2,0.0293,0.0411,3.1982,2.0293,0.0411,3.1982
3,963,2,-2.4544,0.8016,2.2716,-0.4544,0.8016,2.2716
3,979,2,0.6567,-0.3047,1.0582,2.6567,-0.3047,1.0582
3,1008,2,1.2807,-0.8534,2.2852,3.2807,-0.8534,2.2852
3,1009,2,1.2198,-0.0965,-0.7664,3.2198,-0.0965,-0.7664
3,1023,2,-0.9958,2.1636,0.7097,1.0042,2.1636,0.7097
3,1038,2,1.6673,2.0908,3.6888,3.6673,2.0908,3.6888
3,1053,2,0.6598,-2.2051,2.6342,2.6598,-2.2051,2.6342
3,1054,2,-0.1672,-2.1839,2.6480,1.8328,-2.1839,2.6480
3,1068,2,-0.3615,0.0359,4.6808,1.6385,0.0359,4.6808
3,1083,2,0.6613,0.2027,4.7710,2.6613,0.2027,4.7710
3,1098,2,0.8271,3.1596,3.5286,2.8271,3.1596,3.5286
3,1099,2,0.4042,3.0968,-1.4922,2.4042,3.0968,-1.4922
3,1112,2,-1.5767,0.0567,1.1443,0.4233,0.0567,1.1443
3,1113,2,-1.1466,3.0809,-0.9853,0.8534,3.0809,-0.9853
3,1114,2,2.6640,2.2505,1.1728,4.6640,2.2505,1.1728
3,1127,2,0.3719,-2.7452,1.3288,2.3719,-2.7452,1.3288
3,1128,2,0.8310,-2.0290,1.8422,2.8310,-2.0290,1.8422
3,1129,2,2.2238,2.2281,-0.3214,4.2238,2.2281,-0.3214
3,1143,2,-0.6193,-0.6915,2.4757,1.3807,-0.6915,2.4757
3,1173,2,0.1657,2.1349,3.7173,2.1657,2.1349,3.7173
3,1188,2,-0.7833,-2.0471,-0.5432,1.2167,-2.0471,-0.5432
4,3,2,-0.6402,0.1379,1.1381,2.3598,0.1379,1.1381
4,4,2,-0.1329,-0.5208,0.9900,2.8671,-0.5208,0.9900
4,5,2,1.2019,0.3185,0.0004,4.2019,0.3185,0.0004
4,20,2,1.7128,-2.6454,2.8353,4.7128,-2.6454,2.8353
4,49,2,-0.8760,1.2526,4.2328,2.1240,1.2526,4.2328
4,50,2,4.2495,-0.3752,3.1627,7.2495,-0.3752,3.1627
4,64,2,-0.5077,-2.9600,1.8274,2.4923,-2.9600,1.8274
4,94,2,-0.1004,-0.8248,0.6428,2.8996,-0.8248,0.6428
4,109,2,2.3383,-2.2984,1.3243,5.3383,-2.2984,1.3243
4,110,2,1.1251,-1.5690,3.1003,4.1251,-1.5690,3.1003
4,124,2,-0.7956,-1.8624,-0.4843,2.2044,-1.8624,-0.4843
4,139,2,-1.3107,1.0999,-0.8907,1.6893,1.0999,-0.8907
4,140,2,-1.0347,0.2815,0.2552,1.9653,0.2815,0.2552
4,153,2,0.0712,-2.7804,1.8080,3.0712,-2.7804,1.8080
4,154,2,0.7055,-2.2327,2.6033,3.7055,-2.2327,2.6033
4,168,2,1.1665,-0.9880,2.4386,4.1665,-0.9880,2.4386
4,169,2,0.1855,0.1998,0.9334,3.1855,0.1998,0.9334
4,184,2,0.7616,-0.0238,1.9077,3.7616,-0.0238,1.9077
4,198,2,-3.4247,-1.2080,-0.2587,-0.4247,-1.2080,-0.2587
4,200,2,-0.2989,-2.4566,3.3598,2.7011,-2.4566,3.3598
4,229,2,-1.1923,-2.1251,4.0665,1.8077,-2.1251,4.0665
4,243,2,-3.7670,1.2572,1.6377,-0.7670,1.2572,1.6377
4,244,2,-1.3983,-2.8550,3.0893,1.6017,-2.8550,3.0893
4,245,2,3.9838,-1.2973,-0.1450,6.9838,-1.2973,-0.1450
4,259,2,2.5957,1.9280,2.9887,5.5957,1.9280,2.9887
4,273,2,-1.4283,-2.7784,2.0009,1.5717,-2.7784,2.0009
4,274,2,0.0624,-0.0083,0.1809,3.0624,-0.0083,0.1809
4,289,2,1.2345,1.0998,1.7819,4.2345,1.0998,1.7819
4,304,2,-1.8867,-1.8567,2.2566,1.1133,-1.8567,2.2566
4,305,2,-0.0012,0.5546,2.0958,2.9988,0.5546,2.0958
4,318,2,1.3199,-2.1723,2.3863,4.3199,-2.1723,2.3863
4,319,2,-1.5567,-1.5320,3.1771,1.4433,-1.5320,3.1771
4,334,2,-0.0197,-0.0523,1.5252,2.9803,-0.0523,1.5252
4,335,2,-0.1672,2.9239,1.5188,2.8328,2.9239,1.5188
4,349,2,0.4209,0.5121,2.2344,3.4209,0.5121,2.2344
4,378,2,-1.5397,-0.4061,3.8784,1.4603,-0.4061,3.8784
4,393,2,-0.7136,-0.4383,-0.1322,2.2864,-0.4383,-0.1322
4,394,2,-0.5237,0.6300,-2.2610,2.4763,0.6300,-2.2610
4,424,2,-0.5415,-0.2687,1.6877,2.4585,-0.2687,1.6877
4,425,2,1.3380,-1.2257,4.8783,4.3380,-1.2257,4.8783
4,439,2,-2.7697,-0.6615,3.2129,0.2303,-0.6615,3.2129
4,440,2,1.2593,-0.4126,-0.5146,4.2593,-0.4126,-0.5146
4,454,2,1.9243,-2.1247,2.5916,4.9243,-2.1247,2.5916
4,468,2,-1.7970,-0.2618,2.4055,1.2030,-0.2618,2.4055
4,469,2,2.2946,-2.2168,1.6473,5.2946,-2.2168,1.6473
4,485,2,2.4773,0.6423,1.4042,5.4773,0.6423,1.4042
4,500,2,-0.7976,1.8926,0.9105,2.2024,1.8926,0.9105
4,514,2,-0.1891,-0.4587,0.3223,2.8109,-0.4587,0.3223
